question_num,id,trialnum,question,tot,rt,test_trialnum,subj_answer,correct_answer,recall,mistake,recall_notChecked
17,27,42,What is the last name of the author who wrote Oliver Twist?,N/A,0,27,dickins,DICKENS,C,0,I
54,27,43,What is the name of the island on which Napoleon was born?,yes,1.640550403,48,corsica,CORSICA,C,0,C
97,27,44,Brown vs. Board of Education the landmark civil-rights case originated in what state?,no,1.42354913,9,kansas,KANSAS,C,0,C
62,27,45,In which city is Michelangelo's statue of David located?,no,1.623490497,118,florence,FLORENCE,C,0,C
80,27,46,What is the capital of Chile?,no,1.400860404,23,,SANTIAGO,I,0,I
93,27,47,What island is the largest in the world excluding Australia?,no,1.696763713,61,greenland,GREENLAND,C,0,C
104,27,48,What is the name of the process by which plants make their food?,N/A,0,17,photosynthesis,PHOTOSYNTHESIS,C,0,C
122,27,49,Which dynasty was in power throughout the 1500's in China?,no,1.309258741,14,ming,MING,C,0,C
53,27,50,What is the northernmost country in continental South America?,N/A,0,94,,COLOMBIA,I,0,I
37,27,51,What is the last name of the boy in the book Treasure Island?,no,1.571127747,42,,HAWKINS,I,0,I
76,27,52,What is the last name of the man who rode horseback in 1775 to warn that the British were coming?,N/A,0,128,revere,REVERE,C,0,C
96,27,53,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.550636558,25,jordan,JORDAN,C,0,C
41,27,54,What is the name of the furry animal that attacks cobra snakes?,no,1.609470478,47,,MONGOOSE,I,0,I
51,27,55,Who was the first ruler of the Holy Roman Empire?,yes,2.460571299,92,charlemagne,CHARLEMAGNE,C,0,C
87,27,56,What is the more common name for a mandrill?,no,1.311225881,116,,BABOON,I,0,I
33,27,57,What is the name of the crime in which a person purposely betrays their country?,yes,1.612899826,137,treason,TREASON,C,0,C
36,27,58,What sitcom received a record 117 Emmy nominations?,no,1.617062026,8,cheers,CHEERS,C,0,C
141,27,59,What is the name of the captain of the Pequod in the book Moby Dick?,no,1.266281251,74,,AHAB,I,0,I
10,27,60,What is the last name of the man who wrote Canterbury Tales?,no,1.207982953,146,,CHAUCER,I,0,I
114,27,61,What company invented the microprocessor in 1971?,no,1.796948625,145,,INTEL,I,0,I
0,27,62,What is the name of the river that runs through Rome?,yes,1.667174225,75,tiber,TIBER,C,0,C
101,27,63,In which city is Heathrow Airport located?,N/A,0,111,london,LONDON,C,0,C
117,27,64,What human organ (or organs) does a nephrologist treat?,yes,1.486607332,139,kidney,KIDNEY,C,0,C
116,27,65,What is the last name of the person who defined 'The Beat Generation'?,N/A,0,69,kerouac,KEROUAC,C,0,C
83,27,66,What is the name of the mountain range that separates Asia from Europe?,yes,1.754950018,93,,URAL,I,0,I
133,27,67,What nation signed away a fourth of its European land in a 1918 Treaty?,no,1.328244216,140,russia,RUSSIA,C,0,C
24,27,68,What is the capital of Jamaica?,no,1.104021583,113,,KINGSTON,I,0,I
123,27,69,What is the last name of the man who was president directly after James Madison?,yes,1.594352435,50,monroe,MONROE,C,0,C
27,27,70,What is the name of the submarine in Jules Vernes's 20000 Leagues under the Sea?,no,1.640439793,120,,NAUTILUS,I,0,I
142,27,71,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.689054854,67,,LEOPARD,I,0,I
55,27,72,What is the last name of the scientist who discovered radium?,no,1.243349428,38,curi,CURIE,C,0,I
146,27,73,What country joins Central America to South America?,no,4.58125415,58,panama,PANAMA,C,0,C
49,27,74,What is the last name of the criminal known as Scarface?,no,1.289044674,106,capone,CAPONE,C,0,C
107,27,75,What is the last name of the first person to set foot on the moon?,N/A,0,131,armstrong,ARMSTRONG,C,0,C
19,27,76,What is May's birthstone?,no,1.417949021,148,emerald,EMERALD,C,0,C
77,27,77,What brand name drug is most often prescribed to treat attention deficit disorder?,N/A,0,101,adderol,RITALIN,I,0,I
47,27,78,In what ancient city were the Hanging Gardens located?,no,1.201361647,76,,BABYLON,I,0,I
102,27,79,What is the capital of Russia?,no,1.522490687,85,moscow,MOSCOW,C,0,C
71,27,80,What is the name of the British admiral who won the Battle of Trafalgar?,yes,1.473633385,144,,NELSON,I,0,I
21,27,81,What is the last name of the first U.S. President to die in office?,no,1.626668115,81,,HARRISON,I,0,I
105,27,82,What virus killed two million people in 1967?,yes,1.526322407,107,smallpox,SMALLPOX,C,0,C
113,27,83,What is the last name of the villainous captain in the story Peter Pan?,N/A,0,124,hook,HOOK,C,0,C
138,27,84,What is the largest city in Canada?,yes,1.410584291,34,toronto,TORONTO,C,0,C
70,27,85,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,yes,1.333173894,24,monticello,MONTICELLO,C,0,C
11,27,86,What is the last name of the Confederate general whose last words were 'Let us cross the river and rest in the shade'?,yes,1.424799245,97,,JACKSON,I,0,I
31,27,87,What was the capital of Czechoslovakia?,no,1.280732583,57,,PRAGUE,I,0,I
81,27,88,In what country is the Dalai Lama's palace?,no,1.419334912,20,,TIBET,I,0,I
108,27,89,Who was The Friendly Ghost?,N/A,0,35,casper,CASPER,C,0,C
22,27,90,Of which country is Budapest the capital?,yes,1.396867351,40,hungary,HUNGARY,C,0,C
131,27,91,What staple crop does half the world's population depend on?,no,1.409453386,126,rice,RICE,C,0,C
136,27,92,According to the FDA what's the only fish that produces real caviar?,no,1.328743905,82,sturgeon,STURGEON,C,0,C
59,27,93,What is the name of a female sheep?,no,1.287607728,98,,EWE,I,0,I
3,27,94,What is the last name of the author who wrote Brothers Karamazov?,yes,1.705521061,83,dostoyevsky,DOSTOEVSKY,C,0,I
143,27,95,What is the Taj Majal made of?,no,1.878459867,52,marble,MARBLE,C,0,C
4,27,96,What was the name of the first Apollo lunar module that landed the first man on the moon?,yes,1.532394798,150,,EAGLE,I,0,I
48,27,97,What is the name of the man who assassinated Abraham Lincoln?,N/A,0,43,john wilkes booth,BOOTH,C,0,I
134,27,98,What country's civil war was described as a 'rehearsal for World War II'?,no,1.153185753,45,spain,SPAIN,C,0,C
132,27,99,What was the last name of the woman who designed and sewed the first American flag?,no,1.296984627,134,ross,ROSS,C,0,C
106,27,100,What is the longest river in South America?,no,1.249826727,136,,AMAZON,I,0,I
39,27,101,What country's capital is Tripoli?,no,1.738730197,112,,LIBYA,I,0,I
109,27,102,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,yes,1.78875206,103,cheshire,CHESHIRE,C,0,C
15,27,103,What is the last name of the male star of the movie Casablanca?,no,1.603197552,29,,BOGART,I,0,I
6,27,104,In the bible whose name was changed to Israel?,yes,1.64179521,62,jacob,JACOB,C,0,C
73,27,105,What country has the ancient ruins of Machu Picchu?,yes,1.435316277,30,peru,PERU,C,0,C
63,27,106,What is the last name of the author who wrote 'The Old Man and the Sea'?,N/A,0,51,hemingway,HEMINGWAY,C,0,C
100,27,107,What kind of animal was befriended by the escaped slave Androcles in an Aesop Fable?,no,1.293319389,130,lion,LION,C,0,C
111,27,108,What is the name for a medical doctor who specializes in diseases of the skin?,yes,1.523638247,78,dermatologist,DERMATOLOGIST,C,0,C
112,27,109,What is the first book of the Old Testament?,N/A,0,31,genesis,GENESIS,C,0,C
118,27,110,What is the last name of the man who began the Protestant reformation in Germany?,N/A,0,3,luther,LUTHER,C,0,C
139,27,111,In which country is Angel Falls located?,no,1.586169684,127,venezuela,VENEZUELA,C,0,C
50,27,112,The general named Hannibal was from what city?,no,1.314222488,80,,CARTHAGE,I,0,I
144,27,113,What is the last name of the composer who wrote the opera 'Don Giovanni'?,no,1.487500812,110,mozart,MOZART,C,0,C
125,27,114,What is the name of the American who starred in the 1936 Olympics?,yes,1.379157645,129,owens,OWENS,C,0,C
147,27,115,What is the name of the constellation that looks like a flying horse?,no,1.546130107,119,,PEGASUS,I,0,I
149,27,116,What is the last name of the singer who recorded 'Heartbreak Hotel' and 'All Shook Up'?,yes,1.393253679,70,presley,PRESLEY,C,0,C
91,27,117,What is the last name of the man who supposedly killed Jesse James?,no,1.486934255,41,,FORD,I,0,I
121,27,118,What is the name for the astronomical bodies that enter the earth's atmosphere?,no,1.467276861,68,meteors,METEORS,C,0,C
148,27,119,What country's ships transported four million African slaves to Brazil?,no,1.297015799,11,portugal,PORTUGAL,C,0,C
129,27,120,What was Cinderella's coach made from?,N/A,0,60,pumpkin,PUMPKIN,C,0,C
85,27,121,What animals travel in pods? ,no,1.296937387,66,whales,WHALES,C,0,C
86,27,122,What nuts are used in marzipan? ,yes,1.546581409,64,almonds,ALMONDS,C,0,C
40,27,123,What's the largest gland in the human body?,yes,1.409012866,63,,LIVER,I,0,I
42,27,124,In addition to the Kentucky Derby and the Belmont Stakes what horse race comprises the Triple Crown?,no,1.543710223,89,,PREAKNESS,I,0,I
126,27,125,What is the last name of the artist who painted Guernica?,N/A,0,138,picasso,PICASSO,C,0,C
1,27,126,What is the name of the palace in London in which the monarch of England resides?,N/A,0,49,buckingham,BUCKINGHAM,C,0,C
38,27,127,What is the last name of the author who wrote Brave New World?,yes,1.539045391,18,huxley,HUXLEY,C,0,C
44,27,128,What is the last name of the author of Little Women?,N/A,0,6,alcott,ALCOTT,C,0,C
98,27,129,Of which country is Nairobi the capital?,N/A,0,95,,KENYA,I,0,I
92,27,130,What is the last name of the man who showed that lightning is electricity?,yes,1.477978758,55,franklin,FRANKLIN,C,0,C
45,27,131,What is the last name of the actress who received the Best Actress Award for the movie 'Mary Poppins'?,yes,1.469198164,105,andrews,ANDREWS,C,0,C
23,27,132,What country gave the world the word 'geyser' for a hot spring?,no,1.530001519,104,iceland,ICELAND,C,0,C
58,27,133,What's the northernmost Baltic republic?,no,1.549684375,122,estonia,ESTONIA,C,0,C
69,27,134,What is the highest mountain in the U.S.?,yes,1.351418631,65,mckinley,MCKINLEY,C,0,C
25,27,135,What is the name of the project which developed the atomic bomb during World War II?,N/A,0,44,manhattan project,MANHATTAN,C,0,I
74,27,136,In which sport does a rider on horseback hit a ball with a mallet?,yes,1.38868425,2,polo,POLO,C,0,C
72,27,137,What colorless gas is essential in the production of fertilizers and light bulbs?,yes,1.553200304,1,nitrogen,NITROGEN,C,0,C
65,27,138,Who was the most famous Greek doctor?,no,1.334211336,102,hippocrates,HIPPOCRATES,C,0,C
60,27,139,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.321744802,86,,FATHOM,I,0,I
34,27,140,What is the name of the avenue that immediately follows Atlantic Avenue in the game of Monopoly?,no,1.268335133,125,,VENTNOR,I,0,I
75,27,141,What is the world's largest snake?,no,1.622931267,77,python,PYTHON,C,0,C
46,27,142,In what European city is the Parthenon located?,yes,1.407650813,13,,ATHENS,I,0,I
57,27,143,What is the last name of the man who invented the phonograph?,no,1.314897906,149,,EDISON,I,0,I
135,27,144,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,yes,1.525198319,33,sphinx,SPHINX,C,0,C
2,27,145,What is the name of the collar bone?,yes,1.396354996,5,clavicle,CLAVICLE,C,0,C
89,27,146,What is the last name of the renowned English author who had been a Polish sailor?,no,1.497797591,133,,CONRAD,I,0,I
82,27,147,What is the last name of the Russian novelist Teddy Roosevelt called 'a sexual and moral pervert'?,N/A,0,88,nabokov,TOLSTOY,I,0,I
130,27,148,What's the 'Q' short for in Q-Tips?,no,1.415593268,28,quality,QUALITY,C,0,C
137,27,149,What liquor packs the punch in an Aztec Punch?,no,1.54380944,46,tequila,TEQUILA,C,0,C
30,27,150,What is the name of the organ that produces insulin?,yes,1.343149154,56,pancreas,PANCREAS,C,0,C
36,28,1,What sitcom received a record 117 Emmy nominations?,no,1.641821755,74,,CHEERS,I,0,I
23,28,2,What country gave the world the word 'geyser' for a hot spring?,no,1.261896172,96,iceland,ICELAND,C,0,C
52,28,3,What is the capital of Wyoming?,no,1.209539306,122,,CHEYENNE,I,0,I
35,28,4,What is the last name of the artist who is famous for producing images of Campbell's soup cans?,N/A,0,137,warhol,WARHOL,C,0,C
20,28,5,What is the capital of Kentucky?,no,1.698807024,5,,FRANKFORT,I,0,I
39,28,6,What country's capital is Tripoli?,N/A,0,79,libya,LIBYA,C,0,C
135,28,7,What was the name of the mythological creature with the head of a woman and the body of a lion that killed all those unable to solve its riddle?,N/A,0,149,sphinx,SPHINX,C,0,C
95,28,8,What is the last name of the discoverer of the vaccination for smallpox?,no,1.468375005,115,jenner,JENNER,C,0,C
117,28,9,What human organ (or organs) does a nephrologist treat?,N/A,0,140,kidneys,KIDNEY,C,0,I
70,28,10,What is the name of the mansion in Virginia that was Thomas Jefferson's home?,no,0.599878057,62,monticello,MONTICELLO,C,1,C
4,28,11,What was the name of the first Apollo lunar module that landed the first man on the moon?,N/A,0,80,,EAGLE,I,0,I
46,28,12,In what European city is the Parthenon located?,N/A,0,17,athens,ATHENS,C,0,C
64,28,13,What kind of poison did Socrates take at his execution?,N/A,0,108,hemlock,HEMLOCK,C,0,C
30,28,14,What is the name of the organ that produces insulin?,N/A,0,106,pancreas,PANCREAS,C,0,C
74,28,15,In which sport does a rider on horseback hit a ball with a mallet?,no,1.456555606,13,polo,POLO,C,0,C
38,28,16,What is the last name of the author who wrote Brave New World?,no,1.115941297,85,huxley,HUXLEY,C,0,C
142,28,17,Which big cat usually carries its dead prey up into a tree to eat it?,no,1.218786634,139,leopard,LEOPARD,C,0,C
138,28,18,What is the largest city in Canada?,no,1.328468052,141,toronto,TORONTO,C,0,C
129,28,19,What was Cinderella's coach made from?,no,1.26811259,30,pumpkin,PUMPKIN,C,0,C
86,28,20,What nuts are used in marzipan? ,no,1.229078867,61,,ALMONDS,I,0,I
26,28,21,What was the name of the Union Ironclad ship that fought the Confederate ironclad Merrimack?,no,1.297573073,49,monitor,MONITOR,C,0,C
33,28,22,What is the name of the crime in which a person purposely betrays their country?,N/A,0,43,treason,TREASON,C,0,C
147,28,23,What is the name of the constellation that looks like a flying horse?,N/A,0,95,pegasus,PEGASUS,C,0,C
128,28,24,What is the name of a dried plum?,N/A,0,9,prune,PRUNE,C,0,C
88,28,25,What igneous rock makes up the bulk of Devils Tower?,no,1.181032294,107,basalt,BASALT,C,0,C
137,28,26,What liquor packs the punch in an Aztec Punch?,no,1.164432861,71,tequila,TEQUILA,C,0,C
12,28,27,What drug was named after the Greek god of dreams?,N/A,0,120,morphine,MORPHINE,C,0,C
71,28,28,What is the name of the British admiral who won the Battle of Trafalgar?,no,1.156259784,66,nelson,NELSON,C,0,C
122,28,29,Which dynasty was in power throughout the 1500's in China?,no,1.187944625,56,ming,MING,C,0,C
96,28,30,What is the last name of the person who has graced the most Sports Illustrated covers?,no,1.139800238,128,,JORDAN,I,0,I
41,28,31,What is the name of the furry animal that attacks cobra snakes?,no,1.121340235,44,,MONGOOSE,I,0,I
68,28,32,What Peanuts character clings to a security blanket?,no,1.090294012,132,,LINUS,I,0,I
87,28,33,What is the more common name for a mandrill?,no,1.17434406,41,baboon,BABOON,C,0,C
32,28,34,What is the capital of Bulgaria?,no,1.444604134,73,sophia,SOPHIA,C,0,C
16,28,35,What is the last name of the person who always ended her PBS cooking shows with 'Bon appetit'?,yes,1.485411093,100,child,CHILD,C,0,C
109,28,36,What is the name of the kind of cat that spoke to Alice in the story Alice's adventures in Wonderland?,N/A,0,55,cheshire,CHESHIRE,C,0,C
49,28,37,What is the last name of the criminal known as Scarface?,N/A,0,26,capone,CAPONE,C,0,C
17,28,38,What is the last name of the author who wrote Oliver Twist?,yes,1.275315189,3,dickens,DICKENS,C,0,C
54,28,39,What is the name of the island on which Napoleon was born?,no,1.238175994,34,corsica,CORSICA,C,0,C
73,28,40,What country has the ancient ruins of Machu Picchu?,yes,2.015299651,12,peru,PERU,C,0,C
15,28,41,What is the last name of the male star of the movie Casablanca?,no,1.18336466,119,bogart,BOGART,C,0,C
60,28,42,What is the name of the unit of measure that refers to a six-foot depth of water?,no,1.346628589,6,,FATHOM,I,0,I
